type,title,country,date_added,release_year,rating,duration,listed_in,duration_minutes,rating_encoded,genres,Cluster
Movie,The Unborn Child,Thailand,"July 30, 2018",2011,TV-MA,93 min,"Horror Movies, International Movies",93,11,"['Horror Movies', 'International Movies']",4
TV Show,The Underwear,,"June 19, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",60,11,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']",1
TV Show,The Universe,United States,"September 15, 2019",2009,TV-14,1 Season,"Docuseries, Science & Nature TV",60,9,"['Docuseries', 'Science & Nature TV']",1
Movie,The Unknown Girl,"Belgium, France","December 12, 2017",2016,TV-MA,106 min,"Dramas, International Movies",106,11,"['Dramas', 'International Movies']",4
Movie,The Unknown Known,United States,"February 22, 2019",2013,PG-13,103 min,Documentaries,103,7,['Documentaries'],3
Movie,The Vatican Tapes,United States,"April 20, 2020",2015,PG-13,91 min,"Horror Movies, Thrillers",91,7,"['Horror Movies', 'Thrillers']",4
TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,United States,"June 20, 2018",2017,TV-MA,1 Season,Docuseries,60,11,['Docuseries'],1
Movie,The Walls of the Moon,Egypt,"April 18, 2019",2015,TV-14,98 min,"Action & Adventure, Dramas, International Movies",98,9,"['Action & Adventure', 'Dramas', 'International Movies']",4
TV Show,The War: A Film by Ken Burns and Lynn Novick,United States,"February 22, 2017",2007,TV-14,1 Season,Docuseries,60,9,['Docuseries'],1
Movie,The Water Diviner,"Australia, United States","October 7, 2019",2014,R,111 min,"Dramas, International Movies",111,8,"['Dramas', 'International Movies']",4
Movie,The Water Horse: Legend of the Deep,"New Zealand, United Kingdom, Australia","November 1, 2018",2007,PG,112 min,Children & Family Movies,112,6,['Children & Family Movies'],4
Movie,The Waterboy,United States,"March 8, 2017",1998,PG-13,90 min,"Comedies, Sports Movies",90,7,"['Comedies', 'Sports Movies']",4
Movie,The Wedding Curse,Philippines,"March 21, 2019",2006,TV-PG,101 min,"Horror Movies, International Movies",101,12,"['Horror Movies', 'International Movies']",4
Movie,The Wedding Party 2: Destination Dubai,Nigeria,"September 21, 2019",2017,TV-14,98 min,"Comedies, International Movies, Romantic Movies",98,9,"['Comedies', 'International Movies', 'Romantic Movies']",4
TV Show,The West Wing,United States," December 25, 2015",2005,TV-14,7 Seasons,TV Dramas,420,9,['TV Dramas'],1
Movie,The Witch,"United Kingdom, Canada, United States","September 17, 2018",2015,R,92 min,"Horror Movies, Independent Movies",92,8,"['Horror Movies', 'Independent Movies']",4
Movie,The Witch Files,United States,"February 1, 2019",2018,TV-14,88 min,"Horror Movies, Thrillers",88,9,"['Horror Movies', 'Thrillers']",4
TV Show,The Womanizer,China,"September 1, 2016",2010,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",60,11,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1
Movie,The Women Who Kill Lions,United Kingdom,"August 1, 2017",2016,TV-MA,47 min,"Documentaries, International Movies",47,11,"['Documentaries', 'International Movies']",3
Movie,The Women's Balcony,Israel,"December 19, 2017",2016,TV-PG,100 min,"Comedies, Dramas, Faith & Spirituality",100,12,"['Comedies', 'Dramas', 'Faith & Spirituality']",4
Movie,The Workshop,France,"November 10, 2018",2017,TV-MA,114 min,"Dramas, International Movies",114,11,"['Dramas', 'International Movies']",4
Movie,The World Is Not Enough,"United Kingdom, United States","December 31, 2019",1999,PG-13,128 min,Action & Adventure,128,7,['Action & Adventure'],4
Movie,The World's Most Wanted Animal,United Kingdom,"April 1, 2019",2018,TV-PG,53 min,Documentaries,53,12,['Documentaries'],3
Movie,The Wrong Babysitter,Canada,"June 18, 2019",2017,TV-14,89 min,Thrillers,89,9,['Thrillers'],4
TV Show,The Year of Happiness and Love,Taiwan,"September 1, 2016",2009,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",60,12,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1
Movie,The Young Offenders,Ireland,"March 9, 2017",2016,TV-MA,83 min,"Comedies, International Movies",83,11,"['Comedies', 'International Movies']",4
Movie,The Young Vagabond,Hong Kong,"August 16, 2018",1985,TV-14,85 min,"Action & Adventure, Comedies, International Movies",85,9,"['Action & Adventure', 'Comedies', 'International Movies']",4
Movie,Theater of Life,Canada,"July 18, 2017",2016,TV-PG,94 min,Documentaries,94,12,['Documentaries'],3
Movie,Theeram,India,"July 1, 2018",2017,TV-14,104 min,"Dramas, International Movies, Romantic Movies",104,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,"Thelonious Monk: Straight, No Chaser",United States,"November 1, 2019",1988,PG-13,89 min,"Documentaries, Music & Musicals",89,7,"['Documentaries', 'Music & Musicals']",3
Movie,Theo Who Lived,United States,"December 16, 2016",2016,TV-14,86 min,Documentaries,86,9,['Documentaries'],3
TV Show,ThirTEEN Terrors,Thailand,"March 1, 2019",2014,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",60,9,"['International TV Shows', 'TV Horror', 'TV Mysteries']",1
TV Show,This Is My Love,South Korea,"May 22, 2017",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",60,9,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",2
Movie,This Is Not What I Expected,China,"October 14, 2017",2017,TV-PG,107 min,"Comedies, International Movies, Romantic Movies",107,12,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,This Was Tomorrow,Belgium,"December 15, 2015",2015,NR,77 min,"Documentaries, International Movies, Music & Musicals",77,5,"['Documentaries', 'International Movies', 'Music & Musicals']",3
Movie,Thithi,"India, United States","March 9, 2017",2015,TV-MA,123 min,"Dramas, Independent Movies, International Movies",123,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Thong Dee Fun Khao,Thailand,"January 15, 2018",2017,TV-MA,122 min,"Action & Adventure, International Movies, Sports Movies",122,11,"['Action & Adventure', 'International Movies', 'Sports Movies']",4
Movie,Thor: Ragnarok,United States,"June 5, 2018",2017,PG-13,131 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",131,7,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']",4
Movie,Thor: Tales of Asgard,"United States, Canada","April 15, 2020",2011,TV-Y7,77 min,Children & Family Movies,77,14,['Children & Family Movies'],4
Movie,Thorne: Scaredy Cat,United Kingdom,"November 2, 2016",2010,NR,125 min,"Dramas, International Movies",125,5,"['Dramas', 'International Movies']",4
Movie,Thorne: Sleepyhead,"United Kingdom, Australia, Canada, United States","November 2, 2016",2010,NR,125 min,"Dramas, International Movies",125,5,"['Dramas', 'International Movies']",4
Movie,Three,"Hong Kong, China","June 3, 2017",2016,TV-MA,88 min,"Action & Adventure, International Movies",88,11,"['Action & Adventure', 'International Movies']",4
Movie,Three-Quarters Decent,,"June 20, 2019",2010,TV-14,96 min,"Comedies, Dramas, International Movies",96,9,"['Comedies', 'Dramas', 'International Movies']",4
Movie,Thumper,United States,"February 5, 2018",2017,TV-MA,93 min,"Dramas, Thrillers",93,11,"['Dramas', 'Thrillers']",4
Movie,Thunderbolt,United States,"March 31, 2017",1947,TV-PG,42 min,"Classic Movies, Documentaries",42,12,"['Classic Movies', 'Documentaries']",3
TV Show,Tientsin Mystic,China,"February 9, 2018",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,9,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,Tik Tok,China,"July 1, 2017",2016,TV-14,108 min,"Dramas, International Movies, Thrillers",108,9,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,Tikli and Laxmi Bomb,India,"August 1, 2018",2017,TV-MA,151 min,"Dramas, International Movies",151,11,"['Dramas', 'International Movies']",4
Movie,Time Please,India,"January 1, 2018",2013,TV-14,125 min,"Comedies, Dramas, International Movies",125,9,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,Timeless Season,,"September 18, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas",60,9,"['International TV Shows', 'TV Dramas']",1
TV Show,Timeline,,"February 23, 2018",2014,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",60,9,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",1
Movie,Tinker Bell and the Legend of the NeverBeast,United States,"May 17, 2015",2014,G,78 min,Children & Family Movies,78,3,['Children & Family Movies'],4
Movie,Tinker',United States,"March 19, 2019",2018,TV-14,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",97,9,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",4
TV Show,Tip the Mouse,"Germany, United States, Italy","September 1, 2017",2014,TV-Y,1 Season,Kids' TV,60,13,"[""Kids' TV""]",1
Movie,To Be a Miss,"United States, Venezuela","January 1, 2017",2016,TV-14,84 min,Documentaries,84,9,['Documentaries'],3
Movie,"To Wong Foo, Thanks for Everything! Julie Newmar",United States,"August 1, 2019",1995,PG-13,108 min,"Comedies, Cult Movies, LGBTQ Movies",108,7,"['Comedies', 'Cult Movies', 'LGBTQ Movies']",4
TV Show,Toast of London,United Kingdom,"September 1, 2017",2015,TV-MA,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",180,11,"['British TV Shows', 'Classic & Cult TV', 'TV Comedies']",1
TV Show,Tobot,Canada,"September 11, 2019",2018,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows",120,14,"[""Kids' TV"", 'Korean TV Shows']",2
Movie,Tokyo Idols,"United Kingdom, Canada, Japan","October 1, 2017",2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals",89,9,"['Documentaries', 'International Movies', 'Music & Musicals']",3
Movie,Tom and Jerry: The Magic Ring,,"December 15, 2019",2001,TV-Y7,60 min,"Children & Family Movies, Comedies",60,14,"['Children & Family Movies', 'Comedies']",4
Movie,Tomorrow Never Dies,"United Kingdom, United States","December 31, 2019",1997,PG-13,119 min,Action & Adventure,119,7,['Action & Adventure'],4
TV Show,Top 10 Secrets and Mysteries,"United Kingdom, United States, Czech Republic","March 15, 2019",2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",60,9,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",1
TV Show,Top Grier,United States,"December 31, 2018",2018,TV-MA,3 Seasons,Reality TV,180,11,['Reality TV'],1
Movie,Tope: The Bait,India,"March 1, 2018",2016,TV-14,87 min,"Dramas, Independent Movies, International Movies",87,9,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Tortilla Soup,United States,"September 15, 2020",2001,PG-13,104 min,"Comedies, Dramas, Romantic Movies",104,7,"['Comedies', 'Dramas', 'Romantic Movies']",4
Movie,Total Frat Movie,United States,"December 19, 2016",2016,NR,94 min,Comedies,94,5,['Comedies'],4
TV Show,Towies,,"December 27, 2017",2016,TV-MA,1 Season,"International TV Shows, Reality TV",60,11,"['International TV Shows', 'Reality TV']",1
Movie,Tracers,United States,"October 22, 2019",2015,PG-13,94 min,Action & Adventure,94,7,['Action & Adventure'],4
Movie,Traffic Signal,India,"December 31, 2019",2007,TV-MA,130 min,"Dramas, Independent Movies, International Movies",130,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Train of the Dead,Thailand,"July 25, 2018",2007,TV-MA,88 min,"Horror Movies, International Movies",88,11,"['Horror Movies', 'International Movies']",4
Movie,Train to Busan,South Korea,"March 18, 2017",2016,TV-MA,118 min,"Action & Adventure, Horror Movies, International Movies",118,11,"['Action & Adventure', 'Horror Movies', 'International Movies']",4
Movie,Trainspotting,United Kingdom,"October 1, 2019",1996,R,94 min,"Comedies, Cult Movies, Dramas",94,8,"['Comedies', 'Cult Movies', 'Dramas']",4
Movie,Traitor,United States,"July 1, 2018",2008,PG-13,114 min,"Dramas, Thrillers",114,7,"['Dramas', 'Thrillers']",4
Movie,Transcendence,"United Kingdom, China, United States","November 1, 2018",2014,PG-13,119 min,"Sci-Fi & Fantasy, Thrillers",119,7,"['Sci-Fi & Fantasy', 'Thrillers']",4
Movie,Trash,"United Kingdom, Brazil, Germany","January 1, 2019",2014,R,114 min,"Dramas, Independent Movies, Thrillers",114,8,"['Dramas', 'Independent Movies', 'Thrillers']",4
Movie,Trash Fire,United States,"February 2, 2017",2016,R,94 min,"Comedies, Dramas, Independent Movies",94,8,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,Treasures from the Wreck of the Unbelievable,United Kingdom,"January 1, 2018",2017,TV-G,82 min,"Documentaries, Dramas, International Movies",82,10,"['Documentaries', 'Dramas', 'International Movies']",3
Movie,Tree Man,Canada,"November 1, 2016",2015,TV-PG,82 min,Documentaries,82,12,['Documentaries'],3
Movie,Tremors,United States,"January 1, 2020",1990,PG-13,96 min,"Comedies, Cult Movies, Horror Movies",96,7,"['Comedies', 'Cult Movies', 'Horror Movies']",4
Movie,Tremors 2: Aftershocks,,"January 1, 2020",1995,PG-13,100 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",100,7,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",4
Movie,Tremors 3: Back to Perfection,United States,"January 1, 2020",2001,PG,104 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",104,6,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",4
Movie,Tremors 4: The Legend Begins,United States,"January 1, 2020",2004,PG-13,101 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",101,7,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",4
Movie,Tremors 5:  Bloodline,"South Africa, United States","January 1, 2020",2015,PG-13,99 min,"Comedies, Horror Movies, Sci-Fi & Fantasy",99,7,"['Comedies', 'Horror Movies', 'Sci-Fi & Fantasy']",4
Movie,Tremors 6: A Cold Day in Hell,"United States, South Africa","May 1, 2018",2018,PG-13,98 min,"Action & Adventure, Comedies, Horror Movies",98,7,"['Action & Adventure', 'Comedies', 'Horror Movies']",4
Movie,Trespass Against Us,United Kingdom,"February 22, 2019",2016,R,100 min,Dramas,100,8,['Dramas'],4
Movie,"Trikal (Past, Present, Future)",India,"December 31, 2019",1985,TV-14,134 min,"Comedies, Dramas, Independent Movies",134,9,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,Trimurti,India,"March 1, 2018",1995,TV-PG,173 min,"Action & Adventure, Dramas, International Movies",173,12,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,Trip to Bhangarh: Asia's Most Haunted Place,India,"November 1, 2017",2014,TV-MA,113 min,"International Movies, Thrillers",113,11,"['International Movies', 'Thrillers']",4
Movie,Trixie Mattel: Moving Parts,United States,"March 27, 2020",2019,TV-MA,91 min,"Documentaries, Music & Musicals",91,11,"['Documentaries', 'Music & Musicals']",3
Movie,Trophy,"United Kingdom, Namibia, South Africa, Zimbabwe, United States","February 13, 2018",2017,TV-MA,110 min,"Documentaries, International Movies",110,11,"['Documentaries', 'International Movies']",3
TV Show,Trotsky,Russia,"December 10, 2018",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",60,11,"['International TV Shows', 'TV Dramas']",1
Movie,Troy: The Odyssey,United States,"March 12, 2018",2017,TV-MA,90 min,Action & Adventure,90,11,['Action & Adventure'],4
Movie,True Grit,United States,"January 1, 2020",1969,G,128 min,"Classic Movies, Dramas",128,3,"['Classic Movies', 'Dramas']",4
Movie,True to the Game,United States,"March 1, 2018",2017,R,108 min,Dramas,108,8,['Dramas'],4
Movie,Trumbo,United States,"May 19, 2020",2015,R,124 min,"Dramas, Independent Movies",124,8,"['Dramas', 'Independent Movies']",4
Movie,Tucker and Dale vs. Evil,"Canada, United States, India, United Kingdom","March 29, 2019",2010,R,89 min,"Comedies, Horror Movies, Independent Movies",89,8,"['Comedies', 'Horror Movies', 'Independent Movies']",4
Movie,Tukaram,India,"February 15, 2018",2012,TV-PG,162 min,"Dramas, Faith & Spirituality, International Movies",162,12,"['Dramas', 'Faith & Spirituality', 'International Movies']",4
Movie,Tunisian Victory,"United States, United Kingdom","March 31, 2017",1944,TV-14,76 min,"Classic Movies, Documentaries",76,9,"['Classic Movies', 'Documentaries']",3
Movie,Turbo,United States,"September 12, 2019",2013,PG,96 min,"Children & Family Movies, Comedies",96,6,"['Children & Family Movies', 'Comedies']",4
Movie,Tusk,United States,"July 24, 2018",2014,R,102 min,Horror Movies,102,8,['Horror Movies'],4
Movie,Twice,"Japan, United States","December 31, 2017",2010,TV-14,53 min,"Documentaries, International Movies",53,9,"['Documentaries', 'International Movies']",3
TV Show,Twin Peaks,United States,"July 1, 2017",1990,TV-14,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas",120,9,"['Classic & Cult TV', 'Crime TV Shows', 'TV Dramas']",1
Movie,Twinsanity,United States,"March 15, 2019",2018,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers",86,11,"['Horror Movies', 'Independent Movies', 'Thrillers']",4
TV Show,Twirlywoos,United Kingdom,"May 15, 2020",2018,TV-Y,2 Seasons,"British TV Shows, Kids' TV",120,13,"['British TV Shows', ""Kids' TV""]",1
Movie,"Twisted Trunk, Big Fat Body",India,"January 15, 2017",2015,TV-14,89 min,"Dramas, International Movies",89,9,"['Dramas', 'International Movies']",4
Movie,Two Graves,United Kingdom,"May 1, 2019",2018,TV-MA,80 min,Thrillers,80,11,['Thrillers'],4
Movie,Two Lovers and a Bear,Canada,"May 2, 2017",2016,R,95 min,"Dramas, Independent Movies, Romantic Movies",95,8,"['Dramas', 'Independent Movies', 'Romantic Movies']",4
Movie,Tyke Elephant Outlaw,Australia,"December 1, 2015",2015,TV-14,78 min,"Documentaries, International Movies",78,9,"['Documentaries', 'International Movies']",3
